iter	Passed	Remaining
348	19172	35762
349	19228	35709
350	19283	35654
351	19339	35602
352	19394	35548
353	19451	35495
354	19506	35440
355	19560	35383
356	19614	35327
357	19675	35284
358	19728	35225
359	19783	35171
360	19838	35116
361	19896	35066
362	19951	35012
363	20007	34958
364	20063	34905
365	20119	34852
366	20175	34799
367	20232	34746
368	20286	34690
369	20340	34634
370	20395	34579
371	20452	34526
372	20507	34471
373	20562	34417
374	20618	34364
375	20674	34311
376	20731	34258
377	20784	34200
378	20840	34147
379	20893	34090
380	20947	34032
381	21003	33979
382	21060	33927
383	21114	33871
384	21171	33820
385	21225	33762
386	21282	33710
387	21337	33656
388	21393	33603
389	21450	33550
390	21507	33498
391	21563	33445
392	21619	33392
393	21674	33336
394	21730	33283
395	21785	33227
396	21838	33170
397	21892	33113
398	21946	33056
399	22000	33001
400	22057	32948
401	22113	32894
402	22166	32837
403	22222	32783
404	22278	32730
405	22333	32675
406	22391	32625
407	22452	32578
408	22506	32522
409	22560	32465
410	22618	32414
411	22676	32363
412	22729	32305
413	22783	32249
414	22838	32193
415	22892	32137
416	22948	32084
417	23006	32032
418	23061	31978
419	23116	31923
420	23170	31866
421	23226	31812
422	23282	31758
423	23335	31700
424	23391	31647
425	23448	31594
426	23502	31539
427	23556	31482
428	23612	31427
429	23669	31375
430	23724	31320
431	23779	31265
432	23834	31210
433	23889	31155
434	23942	31097
435	23997	31042
436	24052	30987
437	24107	30932
438	24161	30876
439	24217	30822
440	24272	30767
441	24324	30708
442	24381	30656
443	24436	30601
444	24492	30547
445	24548	30492
446	24599	30433
447	24653	30376
448	24708	30321
449	24764	30267
450	24819	30212
451	24872	30155
452	24927	30099
453	24982	30044
454	25035	29987
455	25091	29933
456	25145	29877
457	25198	29819
458	25253	29764
459	25308	29710
460	25364	29655
461	25419	29600
462	25470	29541
463	25524	29484
464	25579	29429
465	25635	29375
466	25688	29318
467	25743	29264
468	25799	29210
469	25855	29155
470	25907	29097
471	25961	29041
472	26013	28982
473	26066	28925
474	26120	28869
475	26176	28815
476	26232	28762
477	26287	28707
478	26340	28650
479	26396	28595
480	26449	28538
481	26501	28481
482	26556	28426
483	26610	28370
484	26664	28314
485	26721	28260
486	26776	28206
487	26831	28150
488	26883	28093
489	26937	28037
490	26991	27981
491	27047	27926
492	27103	27873
493	27158	27817
494	27213	27763
495	27267	27706
496	27321	27651
497	27373	27593
498	27426	27536
499	27481	27481
500	27535	27425
501	27588	27368
502	27657	27327
503	27709	27270
504	27763	27213
505	27816	27156
506	27870	27101
507	27925	27045
508	27980	26990
509	28032	26933
510	28087	26878
511	28141	26822
512	28194	26765
513	28249	26710
514	28304	26655
515	28357	26598
516	28413	26545
517	28469	26490
518	28524	26436
519	28579	26380
520	28631	26323
521	28685	26267
522	28736	26209
523	28791	26154
524	28847	26100
525	28899	26042
526	28955	25988
527	29011	25934
528	29067	25880
529	29121	25825
530	29177	25771
531	29232	25715
532	29287	25660
533	29340	25604
534	29396	25550
535	29451	25495
536	29506	25440
537	29561	25385
538	29616	25330
539	29670	25275
540	29725	25220
541	29781	25165
542	29835	25110
543	29890	25055
544	29945	25000
545	30001	24945
546	30055	24890
547	30109	24834
548	30165	24780
549	30217	24723
550	30272	24668
551	30324	24610
552	30375	24553
553	30429	24497
554	30485	24443
555	30542	24390
556	30596	24334
557	30652	24279
558	30706	24224
559	30760	24169
560	30815	24114
561	30872	24060
562	30925	24003
563	30982	23950
564	31035	23894
565	31091	23840
566	31147	23786
567	31199	23729
568	31253	23673
569	31306	23617
570	31361	23562
571	31416	23507
572	31471	23452
573	31527	23398
574	31581	23342
575	31635	23287
576	31690	23232
577	31745	23177
578	31800	23122
579	31853	23066
580	31906	23010
581	31963	22956
582	32019	22902
583	32070	22844
584	32126	22790
585	32181	22735
586	32235	22680
587	32289	22624
588	32342	22568
589	32396	22512
590	32450	22456
591	32502	22400
592	32558	22346
593	32614	22292
594	32670	22237
595	32732	22187
596	32785	22131
597	32838	22075
598	32894	22021
599	32950	21966
600	33005	21912
601	33058	21856
602	33112	21800
603	33169	21746
604	33224	21692
605	33280	21637
606	33333	21581
607	33388	21526
608	33439	21469
609	33493	21414
610	33547	21358
611	33602	21303
612	33659	21249
613	33714	21195
614	33769	21140
615	33821	21083
616	33877	21029
617	33933	20975
618	33989	20921
619	34045	20866
620	34099	20811
621	34152	20754
622	34207	20700
623	34261	20644
624	34315	20589
625	34372	20535
626	34427	20480
627	34484	20427
628	34540	20372
629	34596	20318
630	34651	20263
631	34706	20209
632	34761	20154
633	34815	20098
634	34871	20044
635	34923	19987
636	34977	19932
637	35034	19878
638	35087	19822
639	35141	19766
640	35195	19711
641	35253	19658
642	35311	19605
643	35364	19549
644	35420	19494
645	35477	19441
646	35532	19386
647	35587	19331
648	35641	19276
649	35698	19222
650	35750	19165
651	35807	19111
652	35861	19056
653	35915	19001
654	35971	18946
655	36026	18892
656	36081	18836
657	36135	18781
658	36190	18726
659	36244	18671
660	36297	18615
661	36352	18560
662	36405	18504
663	36458	18448
664	36515	18395
665	36568	18339
666	36620	18282
667	36674	18227
668	36730	18172
669	36783	18117
670	36840	18063
671	36894	18008
672	36950	17953
673	37005	17898
674	37060	17844
675	37115	17789
676	37170	17734
677	37223	17678
678	37279	17624
679	37331	17567
680	37386	17513
681	37443	17459
682	37498	17404
683	37551	17348
684	37604	17292
685	37655	17235
686	37708	17180
687	37760	17123
688	37813	17068
689	37868	17013
690	37923	16958
691	37976	16902
692	38032	16848
693	38088	16793
694	38139	16737
695	38194	16682
696	38247	16626
697	38302	16572
698	38356	16516
699	38406	16459
700	38461	16405
701	38516	16350
702	38570	16294
703	38626	16240
704	38678	16184
705	38732	16129
706	38790	16075
707	38844	16020
708	38897	15965
709	38948	15908
710	39002	15853
711	39057	15798
712	39110	15742
713	39165	15688
714	39220	15633
715	39278	15579
716	39332	15524
717	39391	15471
718	39446	15416
719	39503	15362
720	39556	15307
721	39611	15252
722	39667	15197
723	39720	15142
724	39774	15087
725	39828	15031
726	39884	14977
727	39939	14922
728	39993	14867
729	40047	14812
730	40102	14757
731	40156	14702
732	40208	14646
733	40262	14590
734	40315	14535
735	40369	14480
736	40422	14424
737	40477	14370
738	40529	14314
739	40585	14259
740	40640	14204
741	40694	14149
742	40748	14094
743	40803	14039
744	40858	13985
745	40913	13930
746	40967	13875
747	41019	13819
748	41074	13764
749	41130	13710
750	41185	13655
751	41238	13599
752	41294	13545
753	41350	13490
754	41405	13436
755	41461	13381
756	41513	13325
757	41568	13271
758	41622	13216
759	41675	13160
760	41727	13104
761	41782	13050
762	41835	12994
763	41888	12939
764	41942	12884
765	41998	12829
766	42051	12774
767	42103	12718
768	42159	12664
769	42215	12609
770	42270	12555
771	42325	12500
772	42378	12444
773	42432	12389
774	42487	12334
775	42542	12280
776	42597	12225
777	42651	12170
778	42705	12115
779	42757	12059
780	42809	12004
781	42865	11949
782	42919	11894
783	42975	11840
784	43027	11784
785	43081	11729
786	43136	11674
787	43188	11619
788	43241	11563
789	43291	11507
790	43346	11453
791	43400	11398
792	43454	11343
793	43506	11287
794	43558	11232
795	43612	11176
796	43668	11122
797	43720	11067
798	43775	11012
799	43826	10956
800	43882	10902
801	43935	10847
802	43990	10792
803	44042	10736
804	44095	10681
805	44151	10626
806	44201	10571
807	44257	10516
808	44313	10462
809	44367	10407
810	44422	10352
811	44475	10297
812	44530	10242
813	44585	10187
814	44640	10133
815	44700	10079
816	44756	10025
817	44812	9970
818	44864	9915
819	44918	9860
820	44973	9805
821	45025	9749
822	45078	9694
823	45131	9639
824	45185	9584
825	45237	9529
826	45292	9474
827	45344	9419
828	45399	9364
829	45452	9309
830	45508	9255
831	45562	9200
832	45619	9145
833	45676	9091
834	45731	9036
835	45786	8982
836	45840	8927
837	45893	8871
838	45947	8817
839	46000	8761
840	46053	8706
841	46106	8651
842	46162	8597
843	46217	8542
844	46270	8487
845	46324	8432
846	46378	8377
847	46432	8322
848	46488	8268
849	46543	8213
850	46595	8158
851	46648	8103
852	46705	8048
853	46761	7994
854	46813	7939
855	46867	7884
856	46921	7829
857	46973	7774
858	47026	7719
859	47082	7664
860	47136	7609
861	47189	7554
862	47242	7499
863	47296	7444
864	47349	7389
865	47403	7334
866	47458	7280
867	47515	7225
868	47570	7171
869	47626	7116
870	47680	7061
871	47734	7006
872	47790	6952
873	47846	6897
874	47900	6842
875	47953	6788
876	48008	6733
877	48063	6678
878	48118	6623
879	48172	6568
880	48227	6514
881	48282	6459
882	48335	6404
883	48389	6349
884	48444	6295
885	48497	6240
886	48551	6185
887	48606	6130
888	48658	6075
889	48714	6020
890	48766	5965
891	48821	5911
892	48877	5856
893	48929	5801
894	48983	5746
895	49034	5691
896	49091	5636
897	49143	5582
898	49198	5527
899	49253	5472
900	49308	5417
901	49362	5363
902	49418	5308
903	49473	5253
904	49525	5198
905	49578	5143
906	49633	5089
907	49687	5034
908	49743	4979
909	49795	4924
910	49848	4869
911	49902	4815
912	49954	4760
913	50010	4705
914	50063	4650
915	50118	4596
916	50171	4541
917	50224	4486
918	50279	4431
919	50333	4376
920	50388	4322
921	50444	4267
922	50498	4212
923	50553	4158
924	50607	4103
925	50661	4048
926	50714	3993
927	50770	3939
928	50823	3884
929	50878	3829
930	50933	3774
931	50988	3720
932	51043	3665
933	51098	3610
934	51162	3556
935	51215	3501
936	51270	3447
937	51322	3392
938	51378	3337
939	51433	3283
940	51487	3228
941	51541	3173
942	51594	3118
943	51645	3063
944	51699	3008
945	51754	2954
946	51806	2899
947	51858	2844
948	51911	2789
949	51966	2735
950	52019	2680
951	52074	2625
952	52126	2570
953	52177	2515
954	52231	2461
955	52283	2406
956	52337	2351
957	52393	2296
958	52446	2242
959	52499	2187
960	52553	2132
961	52608	2078
962	52663	2023
963	52715	1968
964	52771	1913
965	52823	1859
966	52877	1804
967	52933	1749
968	52988	1695
969	53043	1640
970	53097	1585
971	53150	1531
972	53203	1476
973	53257	1421
974	53311	1366
975	53365	1312
976	53417	1257
977	53470	1202
978	53524	1148
979	53578	1093
980	53631	1038
981	53687	984
982	53743	929
983	53797	874
984	53850	820
985	53902	765
986	53958	710
987	54011	656
988	54066	601
989	54122	546
990	54176	492
991	54232	437
992	54287	382
993	54341	328
994	54393	273
995	54447	218
996	54501	163
997	54554	109
998	54609	54
999	54661	0
