iter	Recall	Logloss
0	0	0.5528010249
1	0.3544964342	0.4303081065
2	0.3329274656	0.3377678367
3	0.3536267177	0.2602569213
4	0.3536267177	0.2029577915
5	0.435901896	0.1591175715
6	0.6688119673	0.1258204729
7	0.6693337972	0.1001897186
8	0.6689859106	0.08067368193
9	0.6693337972	0.06550324114
10	0.6689859106	0.05549943389
11	0.668638024	0.04741124796
12	0.6082797008	0.04082899068
13	0.6086275874	0.03458292549
14	0.379196382	0.03017281712
15	0.379196382	0.02652120201
16	0.3779787789	0.02347903549
17	0.3785006088	0.02092965367
18	0.3785006088	0.01878175529
19	0.3785006088	0.01628103064
20	0.379196382	0.01423305846
21	0.3797182119	0.01258078205
22	0.4198991129	0.01123935527
23	0.4755609671	0.01002809988
24	0.46251522	0.009152731353
25	0.4804313794	0.008319505243
26	0.4804313794	0.007666668832
27	0.4804313794	0.007084729906
28	0.5100017394	0.006562661711
29	0.4988693686	0.006144947954
30	0.4988693686	0.005786238837
31	0.5077404766	0.005391809531
32	0.5136545486	0.005112495668
33	0.5230474865	0.004867122893
34	0.5348756305	0.004603035553
35	0.5348756305	0.004429157974
36	0.5381805531	0.004106299728
37	0.5348756305	0.003974345737
38	0.540441816	0.003725986595
39	0.540441816	0.003627829197
40	0.5439206819	0.003450727789
41	0.555226996	0.00327690349
42	0.555226996	0.003225629417
43	0.5731431553	0.00310226419
44	0.5731431553	0.003059189908
45	0.586536789	0.002943361858
46	0.5974952166	0.002826170429
47	0.6016698556	0.002751782711
48	0.6093233606	0.002677282511
49	0.6270655766	0.002598854647
50	0.6270655766	0.002546366293
51	0.6270655766	0.002501380473
52	0.6270655766	0.002464087069
53	0.6272395199	0.002418658556
54	0.6272395199	0.002378133868
55	0.6201078448	0.002338803068
56	0.6361106279	0.002308245434
57	0.6434162463	0.002281168385
58	0.6495042616	0.00225667667
59	0.650895808	0.00223657702
60	0.6514176379	0.002208087038
61	0.6514176379	0.00218870701
62	0.653852844	0.002165850342
63	0.6542007306	0.00213487216
64	0.6542007306	0.002115579617
65	0.6545486172	0.002100820564
66	0.6602887459	0.002087289165
67	0.6604626892	0.002062302574
68	0.6634197252	0.002043533413
69	0.6641154983	0.002036528168
70	0.6655070447	0.002021961409
71	0.6662028179	0.002006109766
72	0.6665507045	0.001992262848
73	0.6714211167	0.001987744707
74	0.6743781527	0.001973724352
75	0.6832492607	0.00196158703
76	0.6832492607	0.001951293493
77	0.6879457297	0.001932831959
78	0.6879457297	0.001914422609
79	0.6879457297	0.001904328164
80	0.6879457297	0.001895324554
81	0.6879457297	0.001887989976
82	0.6879457297	0.001881320204
83	0.6879457297	0.001875221614
84	0.6879457297	0.001871586666
85	0.6895112193	0.001857502286
86	0.6909027657	0.001851413782
87	0.6915985389	0.001846416332
88	0.6915985389	0.00184323811
89	0.6928161419	0.001835556328
90	0.6928161419	0.001827316193
91	0.6928161419	0.001820584918
92	0.6928161419	0.00180991074
93	0.6935119151	0.001798666478
94	0.6935119151	0.001796171371
95	0.6935119151	0.001791018463
96	0.6935119151	0.001785107781
97	0.6935119151	0.001780160981
98	0.696990781	0.0017751996
99	0.696990781	0.001772811494
100	0.696990781	0.001767467279
101	0.6990781005	0.001763832221
102	0.6990781005	0.001757458565
103	0.6990781005	0.001752769619
104	0.7022090798	0.001749275
105	0.7037745695	0.00173975612
106	0.7053400591	0.001731687339
107	0.7053400591	0.001724803567
108	0.7082970951	0.001722842695
109	0.7093407549	0.001720396483
110	0.7093407549	0.001713368107
111	0.7093407549	0.00170736961
112	0.7093407549	0.001705020861
113	0.710558358	0.001702666521
114	0.710558358	0.001698002132
115	0.710558358	0.001692772263
116	0.710558358	0.001688568656
117	0.7110801879	0.00168474876
118	0.7116020177	0.001680133596
119	0.7263871978	0.001675499904
120	0.7265611411	0.00167126549
121	0.7277787441	0.001667797402
122	0.7277787441	0.001663383631
123	0.7277787441	0.001656726796
124	0.7279526874	0.00165492489
125	0.7281266307	0.001649324575
126	0.7281266307	0.001646378553
127	0.7281266307	0.00164333178
128	0.7281266307	0.00164058441
129	0.7281266307	0.001636066818
130	0.7281266307	0.001632581846
131	0.7281266307	0.001630068102
132	0.728300574	0.00162776781
133	0.7281266307	0.001624766314
134	0.7281266307	0.001621477255
135	0.728300574	0.001619370134
136	0.728300574	0.001609838209
137	0.7281266307	0.00160447733
138	0.728300574	0.001601092233
139	0.728300574	0.001596662675
140	0.728300574	0.001595000001
141	0.7284745173	0.001593322527
142	0.7284745173	0.001588620753
143	0.7284745173	0.001586621181
144	0.7284745173	0.00158534485
145	0.7284745173	0.001584325714
146	0.7284745173	0.001583083368
147	0.7284745173	0.001581883449
148	0.7284745173	0.001580551315
149	0.7284745173	0.00157623983
150	0.7284745173	0.001570704198
151	0.7288224039	0.001568331879
152	0.7288224039	0.001567432899
153	0.7288224039	0.001565253969
154	0.7288224039	0.001558453627
155	0.7293442338	0.001554959337
156	0.7293442338	0.001553665244
157	0.7293442338	0.001551624889
158	0.7293442338	0.001546587205
159	0.7293442338	0.001543257252
160	0.7293442338	0.001539843541
161	0.7293442338	0.001539126331
162	0.7293442338	0.001537434605
163	0.7293442338	0.001536595155
164	0.7293442338	0.001535045731
165	0.7293442338	0.001532076028
166	0.7293442338	0.001530171945
167	0.7293442338	0.001528794533
168	0.7293442338	0.001527065532
169	0.7293442338	0.001525485192
170	0.7293442338	0.001524368374
171	0.7293442338	0.00152398554
172	0.7305618368	0.001522263884
173	0.7305618368	0.001521909774
174	0.7305618368	0.001520668963
175	0.7305618368	0.001514113756
176	0.7305618368	0.001512201013
177	0.7305618368	0.00150976105
178	0.7305618368	0.001507717955
179	0.7314315533	0.001503430589
180	0.7319533832	0.001500670831
181	0.7319533832	0.0014966024
182	0.7319533832	0.001493453997
183	0.7324752131	0.001491265311
184	0.7319533832	0.001490260646
185	0.7324752131	0.001486401502
186	0.7324752131	0.001485055554
187	0.7338667594	0.001481422909
188	0.7350843625	0.001480187031
189	0.7356061924	0.001479655536
190	0.7357801357	0.001476225381
