iter	Recall	Logloss
0	0.9961038963	0.4413746308
1	0.9961038963	0.2823001282
2	0.9961038963	0.1842781042
3	0.9961038963	0.1204146526
4	0.9961038963	0.08182502484
5	0.9961038963	0.05818315649
6	0.9961038963	0.04335216726
7	0.9961038963	0.03515544848
8	0.9961038963	0.02890560919
9	0.9961038963	0.02500600054
10	0.9961038963	0.02085085171
11	0.9961038963	0.01806543218
12	0.9961038963	0.01614897026
13	0.9961038963	0.01465129786
14	0.9961038963	0.01399119792
15	0.9961038963	0.01303523992
16	0.9961038963	0.01231537652
17	0.9961038963	0.01157847087
18	0.9961038963	0.01124605119
19	0.9964285716	0.01027043032
20	0.9964285716	0.01001211046
21	0.9974025975	0.00974221098
22	0.9974025975	0.009102212592
23	0.9974025975	0.008503110177
24	0.9974025975	0.008277583343
25	0.9974025975	0.007646184794
26	0.9974025975	0.007466138381
27	0.9974025975	0.007260123539
28	0.9974025975	0.00711047011
29	0.9974025975	0.007007324524
30	0.9974025975	0.006883362376
31	0.9974025975	0.006744438656
32	0.9974025975	0.006678206041
33	0.9974025975	0.006572364395
34	0.9974025975	0.006488836576
35	0.9974025975	0.006421052579
36	0.9974025975	0.006345613758
37	0.9974025975	0.006296422975
38	0.9974025975	0.006234245109
39	0.9977272728	0.006177222389
40	0.9977272728	0.006095127877
41	0.9977272728	0.006031742605
42	0.9978896105	0.005981423545
43	0.9978896105	0.005725533246
44	0.9978896105	0.005695684311
45	0.9978896105	0.005635195991
46	0.9978896105	0.005589089934
47	0.9977272728	0.00553083849
48	0.9978896105	0.005468777469
49	0.9978896105	0.005429539475
50	0.9978896105	0.005376031964
51	0.9978896105	0.005287912727
52	0.9978896105	0.005222318457
53	0.9978896105	0.005186607972
54	0.9978896105	0.005141300155
55	0.9978896105	0.005103777127
56	0.9978896105	0.00506701134
57	0.9978896105	0.005011050071
58	0.9978896105	0.004969378818
59	0.9978896105	0.004924205886
60	0.9978896105	0.004861605325
61	0.9978896105	0.004832974045
62	0.9978896105	0.004785690511
63	0.9978896105	0.004736962602
64	0.9978896105	0.004696195775
65	0.9980519481	0.004672129674
66	0.9980519481	0.004635868989
67	0.9980519481	0.004592903004
68	0.9980519481	0.004520893705
69	0.9980519481	0.004480859931
70	0.9980519481	0.004415734274
71	0.9980519481	0.004388589598
72	0.9980519481	0.004343782782
73	0.9980519481	0.004320598969
74	0.9980519481	0.004293317358
75	0.9980519481	0.004270584527
76	0.9980519481	0.004032294871
77	0.9980519481	0.003970512639
78	0.9980519481	0.003950216757
79	0.9982142858	0.003922475964
80	0.9982142858	0.003879612885
81	0.9982142858	0.003853604277
82	0.9982142858	0.003841720461
